import_time,store_id,store_name,product_id,product_name,spec,realtimeprice,category,tags,icon,分割线,store_id,store_name,product_id,product_name,spec,category,tags,realtimeprice,icon,相似度分数
2018/3/1,47090,沃尔玛-宝山万达店,2003935567,包装紫薯,700g,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010364542,徐福记沙琪玛谷谷棒燕麦紫薯味 ,320g,休闲零食,,24.9,,0.41
2018/3/1,47090,沃尔玛-宝山万达店,2003137978,包装红尖椒,200g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2003137978,包装红尖椒,200g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.24
2018/3/1,47090,沃尔玛-宝山万达店,2003137978,包装红尖椒,200g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.24
2018/3/1,47090,沃尔玛-宝山万达店,2003137979,包装红洋葱,400g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555468,紫洋葱500±,30g/份,时令蔬菜,,3.9,,0.5
2018/3/1,47090,沃尔玛-宝山万达店,2003137979,包装红洋葱,400g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.34
2018/3/1,47090,沃尔玛-宝山万达店,2003137979,包装红洋葱,400g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.28
2018/3/1,47090,沃尔玛-宝山万达店,2006809173,包装红色小番茄,450g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009882259,乐事无限田园番茄味,104g/盒,休闲零食,,9.5,,0.37
2018/3/1,47090,沃尔玛-宝山万达店,2006809173,包装红色小番茄,450g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010366090,过山车番茄味薯片,160g,休闲零食,,16.8,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2006809173,包装红色小番茄,450g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010844892,卧龙手工山药片（番茄味） ,180g,休闲零食,,15.8,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2006809176,包装红薯,700g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555419,红薯粉条,500g/份,蛋品杂粮,,4.8,,0.51
2018/3/1,47090,沃尔玛-宝山万达店,2006809176,包装红薯,700g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010920979,百家彦红薯粉条 ,400g,蛋品杂粮,,6.5,,0.42
2018/3/1,47090,沃尔玛-宝山万达店,2006809176,包装红薯,700g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011097385,田趣红薯圈粉 ,450g,粮油调味,,12.8,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2004962443,包装线椒,150g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2004962443,包装线椒,150g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2004962443,包装线椒,150g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2003137952,包装胡萝卜,550g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010365941,河马莉胡萝卜味贝儿米饼,28g,休闲零食,,21.9,,0.37
2018/3/1,47090,沃尔玛-宝山万达店,2003137952,包装胡萝卜,550g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2003137952,包装胡萝卜,550g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553702,胡萝卜(bravo）600±,50g/份,时令蔬菜,,4.7,,0.35
2018/3/1,47090,沃尔玛-宝山万达店,2006809155,包装芥兰,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.26
2018/3/1,47090,沃尔玛-宝山万达店,2006809155,包装芥兰,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.22
2018/3/1,47090,沃尔玛-宝山万达店,2006809155,包装芥兰,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.22
2018/3/1,47090,沃尔玛-宝山万达店,2006809162,包装芦笋,200g,17.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.32
2018/3/1,47090,沃尔玛-宝山万达店,2006809162,包装芦笋,200g,17.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2006809162,包装芦笋,200g,17.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2003137963,包装苦瓜,400g,13.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.33
2018/3/1,47090,沃尔玛-宝山万达店,2003137963,包装苦瓜,400g,13.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2003137963,包装苦瓜,400g,13.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2003138069,包装茄子,350g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553486,圆茄子500±,100g/份,时令蔬菜,,4.9,,0.48
2018/3/1,47090,沃尔玛-宝山万达店,2003138069,包装茄子,350g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.35
2018/3/1,47090,沃尔玛-宝山万达店,2003138069,包装茄子,350g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2003137986,包装蒜苔,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555480,蒜苔约 ,300g/份,时令蔬菜,,4.99,,0.84
2018/3/1,47090,沃尔玛-宝山万达店,2003137986,包装蒜苔,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.3
2018/3/1,47090,沃尔玛-宝山万达店,2003137986,包装蒜苔,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2011347432,包装蟹味菇,150g,6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2011347432,包装蟹味菇,150g,6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2011347432,包装蟹味菇,150g,6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2003138068,包装西兰花 ,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555471,西兰花450±,50g/份,时令蔬菜,活动期间(02.12-02.12)每人限购10件,4.9,,0.61
2018/3/1,47090,沃尔玛-宝山万达店,2003138068,包装西兰花 ,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2003138068,包装西兰花 ,300g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.24
2018/3/1,47090,沃尔玛-宝山万达店,2003138326,包装西红柿,350g,4.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011287780,塑包西红柿面,1000g,粮油调味,,10.5,,0.48
2018/3/1,47090,沃尔玛-宝山万达店,2003138326,包装西红柿,350g,4.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555482,本地西红柿700±,50g/份,时令蔬菜,,6.9,,0.43
2018/3/1,47090,沃尔玛-宝山万达店,2003138326,包装西红柿,350g,4.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011322798,康师傅西红柿鸡蛋打卤面,101g*5 101G*5,粮油调味,,11.5,,0.37
2018/3/1,47090,沃尔玛-宝山万达店,2009805331,包装西葫芦,400g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555459,西葫芦350±,50g/份,时令蔬菜,,2.9,,0.6
2018/3/1,47090,沃尔玛-宝山万达店,2009805331,包装西葫芦,400g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2009805331,包装西葫芦,400g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.24
2018/3/1,47090,沃尔玛-宝山万达店,2010227175,包装调味三宝 ,200g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2010227175,包装调味三宝 ,200g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011289722,金高调味海苔,36g（4g*9) 4g*9,休闲零食,,17.5,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2010227175,包装调味三宝 ,200g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007510926,茶花三组方便调味盒 2532,,日用百货,,11.5,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2003138125,包装铁棍山药,350g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009847962,毛山药500±,50g/份,时令蔬菜,,6.8,,0.37
2018/3/1,47090,沃尔玛-宝山万达店,2003138125,包装铁棍山药,350g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010844734,卧龙手工山药烧烤味 ,180g,休闲零食,,15.8,,0.31
2018/3/1,47090,沃尔玛-宝山万达店,2003138125,包装铁棍山药,350g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.26
2018/3/1,47090,沃尔玛-宝山万达店,2003137984,包装青圆椒,300g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2003137984,包装青圆椒,300g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2003137984,包装青圆椒,300g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2003137983,包装青蒜,200g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.26
2018/3/1,47090,沃尔玛-宝山万达店,2003137983,包装青蒜,200g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.22
2018/3/1,47090,沃尔玛-宝山万达店,2003137983,包装青蒜,200g,5.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.22
2018/3/1,47090,沃尔玛-宝山万达店,2003138129,包装香菜,50g,4.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2008293613,香菜(bravo）,100g/份,时令蔬菜,,2.8,,0.54
2018/3/1,47090,沃尔玛-宝山万达店,2003138129,包装香菜,50g,4.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553442,吉香居香菜心 ,266g,粮油调味,,9.9,,0.54
2018/3/1,47090,沃尔玛-宝山万达店,2003138129,包装香菜,50g,4.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.32
2018/3/1,47090,沃尔玛-宝山万达店,2006809177,包装马蹄,500g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2006809177,包装马蹄,500g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011877298,御食园脆马蹄,150g,休闲零食,,7.9,,0.34
2018/3/1,47090,沃尔玛-宝山万达店,2006809177,包装马蹄,500g,9.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.31
2018/3/1,47090,沃尔玛-宝山万达店,2003138133,包装黄瓜,400g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009882623,乐事黄瓜味 ,160g,蛋品杂粮,,11.9,,0.5
2018/3/1,47090,沃尔玛-宝山万达店,2003138133,包装黄瓜,400g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2006815481,黄瓜鱼（冰）600±,100g/份,海鲜荟萃,,23.9,,0.46
2018/3/1,47090,沃尔玛-宝山万达店,2003138133,包装黄瓜,400g,7.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2008518426,荷兰黄瓜(bravo）,500g/份,时令蔬菜,,7.9,,0.42
2018/3/1,47090,沃尔玛-宝山万达店,2003138134,包装黄秋葵,200g,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553135,肉皮（包装） ,100g,蛋品杂粮,,9.9,,0.29
2018/3/1,47090,沃尔玛-宝山万达店,2003138134,包装黄秋葵,200g,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553294,康师傅包装饮用水 ,550ML*12,酒水饮料,,8,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2003138134,包装黄秋葵,200g,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007613122,康师傅包装饮用水 ,1.5L,酒水饮料,,1.7,,0.25
2018/3/1,47090,沃尔玛-宝山万达店,2004749572,卷心菜,1kg,2.7,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009486877,【海报热卖】心相印三层手帕纸 ,10包,日用百货,,4.8,,0
2018/3/1,47090,沃尔玛-宝山万达店,2004749572,卷心菜,1kg,2.7,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010112595,乌江凉拌海带丝（鲜香味）,70g,粮油调味,,2.9,,0
2018/3/1,47090,沃尔玛-宝山万达店,2004749572,卷心菜,1kg,2.7,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007510955,爱家空气清新剂(茉莉) ,320ml,日用百货,,10.6,,0
2018/3/1,47090,沃尔玛-宝山万达店,2007165601,台湾盒装莲雾,360g,35.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005554060,莲雾 ,80g/个,新鲜水果,活动期间(02.12-02.12)每人限购10件,3.99,,0.72
2018/3/1,47090,沃尔玛-宝山万达店,2007165601,台湾盒装莲雾,360g,35.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2006817052,盒装草莓 盒,,新鲜水果,,22.99,,0.48
2018/3/1,47090,沃尔玛-宝山万达店,2007165601,台湾盒装莲雾,360g,35.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009417537,维达盒装纸面巾 ,130抽*3盒,日用百货,,22.9,,0.37
2018/3/1,47090,沃尔玛-宝山万达店,2007165602,台湾芭乐,500g,17.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553390,安井台湾风味葱香味手抓饼 ,900g,日配冷藏,,19.8,,0.14
2018/3/1,47090,沃尔玛-宝山万达店,2007165602,台湾芭乐,500g,17.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555050,安井台湾风味原味手抓饼 ,900g,粮油调味,,19.8,,0.13
2018/3/1,47090,沃尔玛-宝山万达店,2007165602,台湾芭乐,500g,17.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011077079,香约台湾奶茶香芋味,72g,酒水饮料,,3.5,,0.12
2018/3/1,47090,沃尔玛-宝山万达店,2007165603,台湾蜜释迦 ,800g,59.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553390,安井台湾风味葱香味手抓饼 ,900g,日配冷藏,,19.8,,0.18
2018/3/1,47090,沃尔玛-宝山万达店,2007165603,台湾蜜释迦 ,800g,59.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011077079,香约台湾奶茶香芋味,72g,酒水饮料,,3.5,,0.16
2018/3/1,47090,沃尔玛-宝山万达店,2007165603,台湾蜜释迦 ,800g,59.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555050,安井台湾风味原味手抓饼 ,900g,粮油调味,,19.8,,0.16
2018/3/1,47090,沃尔玛-宝山万达店,2004725093,国产黄柠檬 ,4个 约300g,8.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005554388,国产柠檬,90g/个,新鲜水果,,2.9,,1
2018/3/1,47090,沃尔玛-宝山万达店,2004725093,国产黄柠檬 ,4个 约300g,8.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007510283,锐澳听柠檬味,500ml/听,酒水饮料,,7.9,,0.48
2018/3/1,47090,沃尔玛-宝山万达店,2004725093,国产黄柠檬 ,4个 约300g,8.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2006492920,农夫山泉茶π柠檬红茶 ,500ml,酒水饮料,,4.8,,0.47
2018/3/1,47090,沃尔玛-宝山万达店,2004749575,土豆,2个 约550g,3,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2006817058,土豆(bravo）,400g/份,时令蔬菜,,3.5,,0.59
2018/3/1,47090,沃尔玛-宝山万达店,2004749575,土豆,2个 约550g,3,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009880346,好丽友呀!土豆里脊牛排味薯条 ,40g,休闲零食,,3.8,,0.35
2018/3/1,47090,沃尔玛-宝山万达店,2004749575,土豆,2个 约550g,3,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009086153,好丽友呀!土豆薯条里脊牛排味 ,70g,休闲零食,,6.2,,0.35
2018/3/1,47090,沃尔玛-宝山万达店,2006613360,埃及橙,1kg,13.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010863362,好人家老坛酸菜鱼调料,360g,粮油调味,,15.8,,0
2018/3/1,47090,沃尔玛-宝山万达店,2006613360,埃及橙,1kg,13.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011287971,百草舒,180抽塑装面巾 QR120A,日用百货,,15.5,,0
2018/3/1,47090,沃尔玛-宝山万达店,2006613360,埃及橙,1kg,13.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553124,鲁花压榨一级花生油 ,4L,粮油调味,,101.9,,0
2018/3/1,47090,沃尔玛-宝山万达店,2004749569,大白菜 ,2.5kg,6.7,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553189,龙凤猪肉大白菜水饺（速冻） ,690g,日配冷藏,,23.9,,0.44
2018/3/1,47090,沃尔玛-宝山万达店,2004749569,大白菜 ,2.5kg,6.7,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007661931,华味亨小核桃仁 ,138g,蛋品杂粮,,53.5,,0
2018/3/1,47090,沃尔玛-宝山万达店,2004749569,大白菜 ,2.5kg,6.7,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553640,农夫山泉茶π西柚茉莉花茶 ,500ml,酒水饮料,,4.8,,0
2018/3/1,47090,沃尔玛-宝山万达店,2011347414,大葱,300g,3.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555481,大葱,500g/份,时令蔬菜,,4.9,,1
2018/3/1,47090,沃尔玛-宝山万达店,2011347414,大葱,300g,3.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009086848,思念儿童成长营养虾仁玉米水饺,210g,日配冷藏,,22.8,,0
2018/3/1,47090,沃尔玛-宝山万达店,2011347414,大葱,300g,3.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005554080,椰皇 /个,,新鲜水果,,7.9,,0
2018/3/1,47090,沃尔玛-宝山万达店,2008308058,小青柠桔盒装,250g,13.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2006817052,盒装草莓 盒,,新鲜水果,,22.99,,0.47
2018/3/1,47090,沃尔玛-宝山万达店,2008308058,小青柠桔盒装,250g,13.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009417537,维达盒装纸面巾 ,130抽*3盒,日用百货,,22.9,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2008308058,小青柠桔盒装,250g,13.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011290153,徐福记芊层酥香葱味盒装,144g,休闲零食,,10.9,,0.32
2018/3/1,47090,沃尔玛-宝山万达店,2004749401,山东富士(80) ,4个约1kg,12.6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2011214156,金富士特浓牛乳饼,500g,休闲零食,,14.6,,0.34
2018/3/1,47090,沃尔玛-宝山万达店,2004749401,山东富士(80) ,4个约1kg,12.6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2010226536,金富士脆美司番茄棒饼干 ,384g,休闲零食,,15.8,,0.31
2018/3/1,47090,沃尔玛-宝山万达店,2004749401,山东富士(80) ,4个约1kg,12.6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553501,金富士脆美司蔬菜味棒饼干 ,384g,休闲零食,,15.8,,0.28
2018/3/1,47090,沃尔玛-宝山万达店,2003118413,德青源 A级鲜鸡蛋 ,750g（15枚 ）,17.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555426,土鸡蛋 ,15枚/份,蛋品杂粮,,12.9,,0.41
2018/3/1,47090,沃尔玛-宝山万达店,2003118413,德青源 A级鲜鸡蛋 ,750g（15枚 ）,17.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553614,波力鸡蛋卷 ,216g,休闲零食,,27.8,,0.23
2018/3/1,47090,沃尔玛-宝山万达店,2003118413,德青源 A级鲜鸡蛋 ,750g（15枚 ）,17.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009345483,雪羽鹤鸡蛋面 ,1kg/包,粮油调味,,4.9,,0.22
2018/3/1,47090,沃尔玛-宝山万达店,2003118411,德青源 安全鸡蛋,20枚 1kg,27.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555426,土鸡蛋 ,15枚/份,蛋品杂粮,,12.9,,0.5
2018/3/1,47090,沃尔玛-宝山万达店,2003118411,德青源 安全鸡蛋,20枚 1kg,27.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005553614,波力鸡蛋卷 ,216g,休闲零食,,27.8,,0.28
2018/3/1,47090,沃尔玛-宝山万达店,2003118411,德青源 安全鸡蛋,20枚 1kg,27.8,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009345483,雪羽鹤鸡蛋面 ,1kg/包,粮油调味,,4.9,,0.27
2018/3/1,47090,沃尔玛-宝山万达店,2006498579,悠然金艳奇异果 ,1个 约90g,2.6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005555406,新西兰金奇异果120±,10g/1个,新鲜水果,,9.9,,0.4
2018/3/1,47090,沃尔玛-宝山万达店,2006498579,悠然金艳奇异果 ,1个 约90g,2.6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2008553180,佳沛绿奇异果（bravo) ,6粒/份,新鲜水果,,29.9,,0.36
2018/3/1,47090,沃尔玛-宝山万达店,2006498579,悠然金艳奇异果 ,1个 约90g,2.6,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007631666,奇亚籽荔枝味饮料 ,290ml/瓶,酒水饮料,,11.8,,0
2018/3/1,47090,沃尔玛-宝山万达店,2010917601,惠宜 安心保洁蛋 ,750g（15枚）,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2007164419,苏菲超熟睡安心裤裤型卫生巾 ,2P,清洁美妆,,9.8,,0.14
2018/3/1,47090,沃尔玛-宝山万达店,2010917601,惠宜 安心保洁蛋 ,750g（15枚）,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2012279756,上好佳什锦硬糖,100g,休闲零食,,3.5,,0
2018/3/1,47090,沃尔玛-宝山万达店,2010917601,惠宜 安心保洁蛋 ,750g（15枚）,12.9,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2009211519,华味亨珍珠李 ,180g,休闲零食,,8.5,,0
2018/3/1,47090,沃尔玛-宝山万达店,2004749398,新疆香梨 ,10个 约1.2kg,15.1,果蔬蛋类,,,***华丽分割线***,44047,永辉超市-长江国际店,2005554088,香梨,700g/份,新鲜水果,,7.99,,0.87
